type,cost,country,carrier,units,2030,2040,2050
links,capital,RS,SMR,Euro,5024052.561891982,15149441.09004033,15149454.318867829
links,capital,RS,biogas to gas,Euro,75.33828828988197,39.221498140803426,15829728.655746276
links,capital,RS,electricity distribution grid,Euro,255091260.06212813,255091306.28448588,255091468.92985097
links,capital,RS,home battery charger,Euro,160.43482603083757,8036575.088909154,49205413.30733503
links,capital,RS,lignite,Euro,224618027.2794013,0.0,0.0
links,capital,RS,methanolisation,Euro,1003.2476042614412,1737.765212404944,1358.7108237001248
links,capital,RS,process emissions CC,Euro,231.6061531728604,1290.384541119114,16895614.251414694
links,capital,RS,residential rural biomass boiler,Euro,5008883.05334158,6117245.572264104,12752367.7913494
links,capital,RS,residential rural gas boiler,Euro,43979559.14150225,77696247.86036977,77696372.31748137
links,capital,RS,residential rural ground heat pump,Euro,62704911.65716475,66284930.95445368,149570255.54343045
links,capital,RS,residential rural oil boiler,Euro,43254634.625876695,43254659.79894989,43254646.22164633
links,capital,RS,residential rural resistive heater,Euro,5440373.709820068,5440417.581792653,6266184.421230447
links,capital,RS,residential urban decentral air heat pump,Euro,27515319.194928218,27515618.98518192,37338098.70393712
links,capital,RS,residential urban decentral biomass boiler,Euro,5335682.492155338,6280189.959097884,12706549.62130095
links,capital,RS,residential urban decentral gas boiler,Euro,31615037.831743136,47841977.51007335,47842084.23586948
links,capital,RS,residential urban decentral oil boiler,Euro,29316903.920334145,29316929.13181708,29316915.429679915
links,capital,RS,residential urban decentral resistive heater,Euro,3600018.187488658,3600059.893371789,3796722.79544292
links,capital,RS,services rural biomass boiler,Euro,1262609.135721716,1666464.5416028255,3806014.3655952774
links,capital,RS,services rural gas boiler,Euro,16671820.098415555,28268637.771625243,28268753.229481205
links,capital,RS,services rural ground heat pump,Euro,14156564.299973575,14780003.704191348,42817988.612868205
links,capital,RS,services rural oil boiler,Euro,14002394.400808103,14002420.026637388,14002405.832412096
links,capital,RS,services rural resistive heater,Euro,3627640.990425967,3627669.045839363,3627660.803721177
links,capital,RS,services urban decentral air heat pump,Euro,6168963.423241827,6169251.386613798,8938897.360469026
links,capital,RS,services urban decentral biomass boiler,Euro,1331807.8924506877,1625058.5580229345,3924252.9715950247
links,capital,RS,services urban decentral gas boiler,Euro,11301948.67080056,16733789.91069271,16733900.528880142
links,capital,RS,services urban decentral oil boiler,Euro,9475755.127469553,9475780.478070844,9475766.533036398
links,capital,RS,services urban decentral resistive heater,Euro,2443707.655368169,2443734.7178373905,2443726.9822926205
links,capital,RS,solid biomass for industry CC,Euro,188.90583784707928,128.8850176037127,42176545.38431469
links,capital,RS,urban central air heat pump,Euro,2710.0790598231224,201.7933780050463,73318195.01247649
links,capital,RS,urban central gas boiler,Euro,16953593.329465237,16953630.219099503,16953606.128087778
links,capital,RS,urban central resistive heater,Euro,259.6787850024459,9772466.950444411,9772563.234283328
links,capital,RS,urban central solid biomass CHP,Euro,36944774.88253928,48905731.17674503,52487029.77975709
links,capital,SE,CCGT,Euro,145738759.27883494,140112951.6973074,75257634.7749115
links,capital,SE,Fischer-Tropsch,Euro,46.21081423013425,19.792547953781064,2705.959226710066
links,capital,SE,SMR,Euro,21424602.719638057,49122974.63465938,49122988.10012063
links,capital,SE,biogas to gas,Euro,75.98143259482998,40.092935052897424,26901280.351033527
links,capital,SE,electricity distribution grid,Euro,851695579.5567361,861659113.8710603,890934216.4093851
links,capital,SE,methanolisation,Euro,978.7337888631572,1443.6570660350835,686.3424489071765
links,capital,SE,nuclear,Euro,3122017940.49823,3122017854.642174,3122017754.450083
links,capital,SE,process emissions CC,Euro,310.1295500606723,968.028365405334,59015740.14254461
links,capital,SE,residential rural biomass boiler,Euro,143.644362703059,378.7168575533067,1637.510439640814
links,capital,SE,residential rural gas boiler,Euro,8447768.466502016,92157302.60888158,92157331.6680079
links,capital,SE,residential rural ground heat pump,Euro,487379229.73225904,61529131.986982815,125606931.1901335
links,capital,SE,residential rural oil boiler,Euro,2820672.130850385,7913103.29263223,7913116.571127336
links,capital,SE,residential rural resistive heater,Euro,7056771.698095886,5230463.392863607,5419791.218491115
links,capital,SE,residential urban decentral air heat pump,Euro,227374431.85113811,310.14068356723965,138570978.4220203
links,capital,SE,residential urban decentral biomass boiler,Euro,161636290.71548584,161636688.74650562,161636597.26485893
links,capital,SE,residential urban decentral gas boiler,Euro,69359513.35389927,135076339.24091965,135076367.62008935
links,capital,SE,residential urban decentral oil boiler,Euro,61942266.35446208,59186308.11004804,59186291.729338124
links,capital,SE,residential urban decentral resistive heater,Euro,13733361.9855714,12573532.243154086,14414281.161676986
links,capital,SE,services rural biomass boiler,Euro,2012635.296797187,2013011.2185300984,2013074.917289288
links,capital,SE,services rural gas boiler,Euro,9200142.282368137,38676888.99300317,38676915.76711282
links,capital,SE,services rural ground heat pump,Euro,193079793.9126051,120041024.387182,152392752.59254706
links,capital,SE,services rural oil boiler,Euro,7609150.660606219,6517393.472309677,6517353.222400531
links,capital,SE,services rural resistive heater,Euro,2796190.873702127,1565842.3146683625,2436795.233925521
links,capital,SE,services urban decentral air heat pump,Euro,90076524.69198523,238.687588852648,44095075.82369498
links,capital,SE,services urban decentral biomass boiler,Euro,67837605.59684914,67837982.81816368,67837835.29860632
links,capital,SE,services urban decentral gas boiler,Euro,28300748.73393988,55646925.99641204,55646952.59719606
links,capital,SE,services urban decentral oil boiler,Euro,22691649.419451267,21599870.7869097,21599851.84945038
links,capital,SE,services urban decentral resistive heater,Euro,8865302.484317128,6069772.177516894,6069890.257338313
links,capital,SE,solid biomass for industry CC,Euro,195.9969646613395,117.54927614152987,579325397.049386
links,capital,SE,urban central air heat pump,Euro,317450714.91402346,232.32389923675305,289323799.4691413
links,capital,SE,urban central gas boiler,Euro,43321639.14058736,45965140.91769364,45645812.84425027
links,capital,SE,urban central oil boiler,Euro,1091808.2264048462,701876.7169745441,0.0
links,capital,SE,urban central resistive heater,Euro,1996672.337602727,32405624.371508893,32693802.46553029
links,capital,SE,urban central solid biomass CHP,Euro,335062213.7258844,335063998.78755,335063512.34147066
links,capital,SE,urban central solid biomass CHP CC,Euro,291.140739413551,258.67515535217564,215940881.9232276
links,capital,SI,CCGT,Euro,46067521.59378501,46067465.30102528,8916293.22575431
links,capital,SI,SMR,Euro,6493228.453415487,10586535.219782796,10586548.501767268
links,capital,SI,biogas to gas,Euro,64.80766615887293,31.14228602663859,2382108.3107047747
links,capital,SI,electricity distribution grid,Euro,83537963.18774243,92624562.99492168,102281345.99175446
links,capital,SI,home battery charger,Euro,154.08008212451668,94.13873924363256,8887578.967745163
links,capital,SI,lignite,Euro,351873879.6235485,351873879.6235485,351873879.6235485
links,capital,SI,methanolisation,Euro,1139.006042012885,1445.6435560925802,431.56527785079254
links,capital,SI,nuclear,Euro,466192985.92426896,466192890.66025174,466192820.4534642
links,capital,SI,process emissions CC,Euro,229.06144951351305,977.8091581538174,20941049.908278182
links,capital,SI,residential rural biomass boiler,Euro,39816458.83687148,46011884.864131875,52470769.82507204
links,capital,SI,residential rural gas boiler,Euro,11152940.04131663,13597121.261478882,13597168.341051431
links,capital,SI,residential rural ground heat pump,Euro,3670945.452379953,39776178.92689558,76602542.2288099
links,capital,SI,residential rural oil boiler,Euro,18349376.93156905,14253256.858630797,14253239.86098435
links,capital,SI,residential rural resistive heater,Euro,2573132.0745166056,1777706.3565320277,1777830.2927995864
links,capital,SI,residential urban decentral air heat pump,Euro,1534.312095870639,13035468.015738958,14301917.255726222
links,capital,SI,residential urban decentral biomass boiler,Euro,31034831.90562795,34960568.5526721,34960685.627623014
links,capital,SI,residential urban decentral gas boiler,Euro,7436630.01775883,5379871.692527786,5379897.742024678
links,capital,SI,residential urban decentral oil boiler,Euro,13717884.68675303,9621763.283765724,9621747.112474397
links,capital,SI,residential urban decentral resistive heater,Euro,1973038.716026936,1177643.8098164469,1177568.3098061269
links,capital,SI,services rural biomass boiler,Euro,11137148.738113604,16045871.4166421,16985099.611604825
links,capital,SI,services rural gas boiler,Euro,6097704.131594501,7206178.913635439,7206220.930208705
links,capital,SI,services rural ground heat pump,Euro,18331109.596367784,21387274.748425845,36363158.86737782
links,capital,SI,services rural oil boiler,Euro,6755988.062100828,5455258.504992081,5455242.1726930505
links,capital,SI,services rural resistive heater,Euro,567389.5786435613,725202.9809110814,742633.3154765168
links,capital,SI,services urban decentral air heat pump,Euro,1676.2849833543676,966.4878365730036,1815173.9152838096
links,capital,SI,services urban decentral biomass boiler,Euro,9115998.579763956,10270888.783212034,10270989.75611751
links,capital,SI,services urban decentral gas boiler,Euro,4547492.695216749,4549512.475794711,4547515.454266735
links,capital,SI,services urban decentral oil boiler,Euro,4950365.501932566,3649634.971868632,3649618.960001008
links,capital,SI,services urban decentral resistive heater,Euro,433855.7873930849,748722.2353939911,748749.9804664752
links,capital,SI,solid biomass for industry CC,Euro,176.1681055489793,125.80689909229628,33741282.71644682
links,capital,SI,urban central air heat pump,Euro,668.9600985320088,154.61442613731808,23562536.43556313
links,capital,SI,urban central gas boiler,Euro,3537785.2808816526,3727371.3712048144,3727383.31093444
links,capital,SI,urban central oil boiler,Euro,1300757.0977885113,836200.9914354715,0.0
links,capital,SI,urban central resistive heater,Euro,364.2873249707922,3880252.664361775,3882499.8919971352
links,capital,SI,urban central solid biomass CHP,Euro,17665553.402364902,33616191.31531374,57542093.6026353
links,capital,SK,CCGT,Euro,104111024.83194748,104110956.70258388,59441860.25073158
links,capital,SK,SMR,Euro,11710828.550157247,34515249.52381192,34515262.92541112
links,capital,SK,biogas to gas,Euro,75.76053871532677,39.26002204382832,19486941.16065011
links,capital,SK,coal,Euro,21295481.741533954,21295356.14432208,23.19921592298759
links,capital,SK,electricity distribution grid,Euro,176817094.1619433,188823570.4051979,202862948.2741862
links,capital,SK,home battery charger,Euro,156.94258501588206,123.49587727990824,15571061.287516445
links,capital,SK,lignite,Euro,100045385.71352646,85845395.48321947,85845395.48321947
links,capital,SK,methanolisation,Euro,1332.4648815521002,1309.802625324627,386.1188812328325
links,capital,SK,nuclear,Euro,1299445500.013978,1299445444.6627946,1299445341.159139
links,capital,SK,process emissions CC,Euro,336.08679025236825,867.8020717949175,51876735.67941996
links,capital,SK,residential rural biomass boiler,Euro,19814765.201294567,21067356.69397162,21074041.57615944
links,capital,SK,residential rural gas boiler,Euro,57577154.12652759,71367068.14468029,71367111.41219804
links,capital,SK,residential rural ground heat pump,Euro,591.2663460336719,46387437.18984021,106078234.71196672
links,capital,SK,residential rural oil boiler,Euro,11208765.557745725,14906342.968942542,14906354.187004004
links,capital,SK,residential rural resistive heater,Euro,3860434.615102086,3219971.158714407,3220171.989911002
links,capital,SK,residential urban decentral air heat pump,Euro,452.5740038506803,5789899.561652029,22651242.45146942
links,capital,SK,residential urban decentral biomass boiler,Euro,1240351.473211513,20422549.36845868,20422689.083540853
links,capital,SK,residential urban decentral gas boiler,Euro,57577148.14070721,54275344.66204443,54275370.86259105
links,capital,SK,residential urban decentral oil boiler,Euro,7517368.416520966,10032448.491944524,10032459.185644656
links,capital,SK,residential urban decentral resistive heater,Euro,3177999.4739048183,2620736.810023,2620783.5912250625
links,capital,SK,services rural biomass boiler,Euro,22660299.586527217,22664532.42950635,22660543.690095223
links,capital,SK,services rural gas boiler,Euro,36426835.09249892,46733041.53419801,46733074.764684334
